jahr,stadtkreis,quartier,staatenkleingruppe,anzahl
2020,Seen,Gotzenwil,übriges Mitteleuropa,NA
2020,Seen,Gotzenwil,übriges Südosteuropa,NA
2020,Seen,Gotzenwil,Westeuropa,NA
2020,Oberwinterthur,Grüze,Afrika,54
2020,Oberwinterthur,Grüze,Amerika,25
2020,Oberwinterthur,Grüze,Asien,140
2020,Oberwinterthur,Grüze,Australien und Ozeanien,NA
2020,Oberwinterthur,Grüze,Bosnien u. Herzegowina,NA
2020,Oberwinterthur,Grüze,Deutschland,207
2020,Oberwinterthur,Grüze,Italien,140
2020,Oberwinterthur,Grüze,Kosovo,22
2020,Oberwinterthur,Grüze,Mazedonien,26
2020,Oberwinterthur,Grüze,Nordeuropa,NA
2020,Oberwinterthur,Grüze,Österreich,24
2020,Oberwinterthur,Grüze,Osteuropa und Russland,NA
2020,Oberwinterthur,Grüze,Portugal,NA
2020,Oberwinterthur,Grüze,Schweiz,2077
2020,Oberwinterthur,Grüze,Serbien,NA
2020,Oberwinterthur,Grüze,Spanien,24
2020,Oberwinterthur,Grüze,Türkei,27
2020,Oberwinterthur,Grüze,übriges Mitteleuropa,69
2020,Oberwinterthur,Grüze,übriges Südosteuropa,24
2020,Oberwinterthur,Grüze,unbekannt,1
2020,Oberwinterthur,Grüze,Westeuropa,57
2020,Oberwinterthur,Guggenbühl,Afrika,244
2020,Oberwinterthur,Guggenbühl,Amerika,49
2020,Oberwinterthur,Guggenbühl,Asien,185
2020,Oberwinterthur,Guggenbühl,Bosnien u. Herzegowina,28
2020,Oberwinterthur,Guggenbühl,Deutschland,162
2020,Oberwinterthur,Guggenbühl,Italien,410
2020,Oberwinterthur,Guggenbühl,Kosovo,101
2020,Oberwinterthur,Guggenbühl,Mazedonien,216
2020,Oberwinterthur,Guggenbühl,Nordeuropa,NA
2020,Oberwinterthur,Guggenbühl,Österreich,35
2020,Oberwinterthur,Guggenbühl,Osteuropa und Russland,NA
2020,Oberwinterthur,Guggenbühl,Portugal,93
2020,Oberwinterthur,Guggenbühl,Schweiz,3745
2020,Oberwinterthur,Guggenbühl,Serbien,124
2020,Oberwinterthur,Guggenbühl,Spanien,46
2020,Oberwinterthur,Guggenbühl,Türkei,163
2020,Oberwinterthur,Guggenbühl,übriges Mitteleuropa,117
2020,Oberwinterthur,Guggenbühl,übriges Südosteuropa,30
2020,Oberwinterthur,Guggenbühl,unbekannt,5
2020,Oberwinterthur,Guggenbühl,Westeuropa,48
2020,Mattenbach,Gutschick,Afrika,80
2020,Mattenbach,Gutschick,Amerika,34
2020,Mattenbach,Gutschick,Asien,95
2020,Mattenbach,Gutschick,Australien und Ozeanien,NA
2020,Mattenbach,Gutschick,Bosnien u. Herzegowina,NA
2020,Mattenbach,Gutschick,Deutschland,101
2020,Mattenbach,Gutschick,Italien,188
2020,Mattenbach,Gutschick,Kosovo,94
2020,Mattenbach,Gutschick,Mazedonien,117
2020,Mattenbach,Gutschick,Nordeuropa,NA
2020,Mattenbach,Gutschick,Österreich,28
2020,Mattenbach,Gutschick,Osteuropa und Russland,NA
2020,Mattenbach,Gutschick,Portugal,37
2020,Mattenbach,Gutschick,Schweiz,2003
2020,Mattenbach,Gutschick,Serbien,83
2020,Mattenbach,Gutschick,Spanien,25
2020,Mattenbach,Gutschick,Türkei,166
2020,Mattenbach,Gutschick,übriges Mitteleuropa,45
2020,Mattenbach,Gutschick,übriges Südosteuropa,NA
2020,Mattenbach,Gutschick,unbekannt,9
2020,Mattenbach,Gutschick,Westeuropa,NA
2020,Wülflingen,Hardau,Amerika,NA
2020,Wülflingen,Hardau,Asien,NA
2020,Wülflingen,Hardau,Australien und Ozeanien,NA
2020,Wülflingen,Hardau,Deutschland,NA
2020,Wülflingen,Hardau,Italien,NA
2020,Wülflingen,Hardau,Österreich,NA
2020,Wülflingen,Hardau,Schweiz,309
2020,Wülflingen,Hardau,Türkei,NA
2020,Wülflingen,Hardau,übriges Mitteleuropa,NA
2020,Wülflingen,Hardau,Westeuropa,NA
2020,Wülflingen,Härti,Afrika,74
2020,Wülflingen,Härti,Amerika,64
2020,Wülflingen,Härti,Asien,118
2020,Wülflingen,Härti,Bosnien u. Herzegowina,NA
2020,Wülflingen,Härti,Deutschland,120
2020,Wülflingen,Härti,Italien,199
2020,Wülflingen,Härti,Kosovo,103
2020,Wülflingen,Härti,Mazedonien,108
2020,Wülflingen,Härti,Nordeuropa,NA
2020,Wülflingen,Härti,Österreich,21
2020,Wülflingen,Härti,Osteuropa und Russland,NA
2020,Wülflingen,Härti,Portugal,53
2020,Wülflingen,Härti,Schweiz,2335
2020,Wülflingen,Härti,Serbien,76
2020,Wülflingen,Härti,Spanien,50
2020,Wülflingen,Härti,Türkei,59
2020,Wülflingen,Härti,übriges Mitteleuropa,57
2020,Wülflingen,Härti,übriges Südosteuropa,26
2020,Wülflingen,Härti,unbekannt,3
2020,Wülflingen,Härti,Westeuropa,28
2020,Oberwinterthur,Hegi,Afrika,31
2020,Oberwinterthur,Hegi,Amerika,24
2020,Oberwinterthur,Hegi,Asien,132
2020,Oberwinterthur,Hegi,Bosnien u. Herzegowina,NA
2020,Oberwinterthur,Hegi,Deutschland,178
2020,Oberwinterthur,Hegi,Italien,127
2020,Oberwinterthur,Hegi,Kosovo,41
2020,Oberwinterthur,Hegi,Mazedonien,58
2020,Oberwinterthur,Hegi,Nordeuropa,NA
2020,Oberwinterthur,Hegi,Österreich,31
2020,Oberwinterthur,Hegi,Osteuropa und Russland,NA
2020,Oberwinterthur,Hegi,Portugal,NA
2020,Oberwinterthur,Hegi,Schweiz,2659
2020,Oberwinterthur,Hegi,Serbien,NA
2020,Oberwinterthur,Hegi,Spanien,NA
2020,Oberwinterthur,Hegi,Türkei,34
2020,Oberwinterthur,Hegi,übriges Mitteleuropa,50
2020,Oberwinterthur,Hegi,übriges Südosteuropa,NA
2020,Oberwinterthur,Hegi,unbekannt,6
2020,Oberwinterthur,Hegi,Westeuropa,NA
2020,Oberwinterthur,Hegmatten,Afrika,56
2020,Oberwinterthur,Hegmatten,Amerika,NA
2020,Oberwinterthur,Hegmatten,Asien,58
2020,Oberwinterthur,Hegmatten,Bosnien u. Herzegowina,NA
2020,Oberwinterthur,Hegmatten,Deutschland,118
2020,Oberwinterthur,Hegmatten,Italien,72
2020,Oberwinterthur,Hegmatten,Kosovo,23
2020,Oberwinterthur,Hegmatten,Mazedonien,26
2020,Oberwinterthur,Hegmatten,Nordeuropa,NA
2020,Oberwinterthur,Hegmatten,Österreich,NA
2020,Oberwinterthur,Hegmatten,Osteuropa und Russland,NA
2020,Oberwinterthur,Hegmatten,Portugal,NA
2020,Oberwinterthur,Hegmatten,Schweiz,1426
2020,Oberwinterthur,Hegmatten,Serbien,27
2020,Oberwinterthur,Hegmatten,Spanien,NA
2020,Oberwinterthur,Hegmatten,Türkei,NA
2020,Oberwinterthur,Hegmatten,übriges Mitteleuropa,37
2020,Oberwinterthur,Hegmatten,übriges Südosteuropa,28
2020,Oberwinterthur,Hegmatten,unbekannt,2
2020,Oberwinterthur,Hegmatten,Westeuropa,38
2020,Stadt,Heiligberg,Afrika,NA
2020,Stadt,Heiligberg,Amerika,NA
2020,Stadt,Heiligberg,Asien,30
2020,Stadt,Heiligberg,Australien und Ozeanien,NA
2020,Stadt,Heiligberg,Bosnien u. Herzegowina,NA
2020,Stadt,Heiligberg,Deutschland,151
2020,Stadt,Heiligberg,Italien,67
2020,Stadt,Heiligberg,Kosovo,NA
2020,Stadt,Heiligberg,Mazedonien,NA
2020,Stadt,Heiligberg,Nordeuropa,NA
2020,Stadt,Heiligberg,Österreich,22
2020,Stadt,Heiligberg,Osteuropa und Russland,NA
2020,Stadt,Heiligberg,Portugal,22
2020,Stadt,Heiligberg,Schweiz,2877
2020,Stadt,Heiligberg,Serbien,NA
2020,Stadt,Heiligberg,Spanien,NA
2020,Stadt,Heiligberg,Türkei,NA
2020,Stadt,Heiligberg,übriges Mitteleuropa,21
2020,Stadt,Heiligberg,übriges Südosteuropa,NA
2020,Stadt,Heiligberg,Westeuropa,NA
2020,Seen,Iberg,Afrika,NA
2020,Seen,Iberg,Amerika,NA
2020,Seen,Iberg,Asien,NA
2020,Seen,Iberg,Deutschland,35
2020,Seen,Iberg,Italien,38
2020,Seen,Iberg,Kosovo,NA
2020,Seen,Iberg,Mazedonien,NA
2020,Seen,Iberg,Nordeuropa,NA
2020,Seen,Iberg,Österreich,NA
2020,Seen,Iberg,Osteuropa und Russland,NA
2020,Seen,Iberg,Portugal,NA
2020,Seen,Iberg,Schweiz,1039
2020,Seen,Iberg,Spanien,NA
2020,Seen,Iberg,Türkei,NA
2020,Seen,Iberg,übriges Mitteleuropa,NA
2020,Seen,Iberg,Westeuropa,NA
2020,Stadt,Lind,Afrika,85
2020,Stadt,Lind,Amerika,36
2020,Stadt,Lind,Asien,76
2020,Stadt,Lind,Australien und Ozeanien,NA
2020,Stadt,Lind,Bosnien u. Herzegowina,NA
2020,Stadt,Lind,Deutschland,361
2020,Stadt,Lind,Italien,122
2020,Stadt,Lind,Kosovo,32
2020,Stadt,Lind,Mazedonien,40
2020,Stadt,Lind,Nordeuropa,NA
2020,Stadt,Lind,Österreich,44
2020,Stadt,Lind,Osteuropa und Russland,NA
2020,Stadt,Lind,Portugal,NA
2020,Stadt,Lind,Schweiz,4720
2020,Stadt,Lind,Serbien,32
2020,Stadt,Lind,Spanien,29
2020,Stadt,Lind,Türkei,40
2020,Stadt,Lind,übriges Mitteleuropa,57
2020,Stadt,Lind,übriges Südosteuropa,NA
2020,Stadt,Lind,Westeuropa,78
2020,Wülflingen,Lindenplatz,Afrika,59
2020,Wülflingen,Lindenplatz,Amerika,NA
2020,Wülflingen,Lindenplatz,Asien,93
2020,Wülflingen,Lindenplatz,Bosnien u. Herzegowina,NA
2020,Wülflingen,Lindenplatz,Deutschland,72
2020,Wülflingen,Lindenplatz,Italien,165
2020,Wülflingen,Lindenplatz,Kosovo,55
2020,Wülflingen,Lindenplatz,Mazedonien,39
2020,Wülflingen,Lindenplatz,Nordeuropa,NA
2020,Wülflingen,Lindenplatz,Österreich,NA
2020,Wülflingen,Lindenplatz,Osteuropa und Russland,NA
2020,Wülflingen,Lindenplatz,Portugal,49
2020,Wülflingen,Lindenplatz,Schweiz,2000
2020,Wülflingen,Lindenplatz,Serbien,42
2020,Wülflingen,Lindenplatz,Spanien,33
2020,Wülflingen,Lindenplatz,Türkei,NA
2020,Wülflingen,Lindenplatz,übriges Mitteleuropa,41
2020,Wülflingen,Lindenplatz,übriges Südosteuropa,32
2020,Wülflingen,Lindenplatz,Westeuropa,NA
2020,Wülflingen,Neuburg,Deutschland,NA
2020,Wülflingen,Neuburg,Nordeuropa,NA
2020,Wülflingen,Neuburg,Österreich,NA
2020,Wülflingen,Neuburg,Schweiz,159
2020,Wülflingen,Neuburg,übriges Mitteleuropa,NA
2020,Stadt,Neuwiesen,Afrika,44
2020,Stadt,Neuwiesen,Amerika,31
2020,Stadt,Neuwiesen,Asien,92
2020,Stadt,Neuwiesen,Australien und Ozeanien,NA
2020,Stadt,Neuwiesen,Bosnien u. Herzegowina,NA
2020,Stadt,Neuwiesen,Deutschland,219
2020,Stadt,Neuwiesen,Italien,91
2020,Stadt,Neuwiesen,Kosovo,33
2020,Stadt,Neuwiesen,Mazedonien,NA
2020,Stadt,Neuwiesen,Nordeuropa,NA
2020,Stadt,Neuwiesen,Österreich,40
2020,Stadt,Neuwiesen,Osteuropa und Russland,NA
2020,Stadt,Neuwiesen,Portugal,30
2020,Stadt,Neuwiesen,Schweiz,3164
2020,Stadt,Neuwiesen,Serbien,37
2020,Stadt,Neuwiesen,Spanien,27
2020,Stadt,Neuwiesen,Türkei,38
2020,Stadt,Neuwiesen,übriges Mitteleuropa,40
2020,Stadt,Neuwiesen,übriges Südosteuropa,28
2020,Stadt,Neuwiesen,unbekannt,1
2020,Stadt,Neuwiesen,Westeuropa,57
2020,Wülflingen,Niederfeld,Afrika,NA
2020,Wülflingen,Niederfeld,Amerika,NA
2020,Wülflingen,Niederfeld,Asien,31
2020,Wülflingen,Niederfeld,Bosnien u. Herzegowina,NA
2020,Wülflingen,Niederfeld,Deutschland,121
2020,Wülflingen,Niederfeld,Italien,89
2020,Wülflingen,Niederfeld,Kosovo,39
2020,Wülflingen,Niederfeld,Mazedonien,27
2020,Wülflingen,Niederfeld,Nordeuropa,NA
2020,Wülflingen,Niederfeld,Österreich,NA
2020,Wülflingen,Niederfeld,Osteuropa und Russland,NA
2020,Wülflingen,Niederfeld,Portugal,NA
2020,Wülflingen,Niederfeld,Schweiz,1539
2020,Wülflingen,Niederfeld,Serbien,NA
2020,Wülflingen,Niederfeld,Spanien,NA
2020,Wülflingen,Niederfeld,Türkei,33
2020,Wülflingen,Niederfeld,übriges Mitteleuropa,NA
2020,Wülflingen,Niederfeld,übriges Südosteuropa,NA
2020,Wülflingen,Niederfeld,unbekannt,1
2020,Wülflingen,Niederfeld,Westeuropa,NA
2020,Wülflingen,Oberfeld,Afrika,107
2020,Wülflingen,Oberfeld,Amerika,50
2020,Wülflingen,Oberfeld,Asien,165
2020,Wülflingen,Oberfeld,Australien und Ozeanien,NA
2020,Wülflingen,Oberfeld,Bosnien u. Herzegowina,NA
2020,Wülflingen,Oberfeld,Deutschland,281
2020,Wülflingen,Oberfeld,Italien,315
2020,Wülflingen,Oberfeld,Kosovo,89
2020,Wülflingen,Oberfeld,Mazedonien,99
2020,Wülflingen,Oberfeld,Nordeuropa,NA
2020,Wülflingen,Oberfeld,Österreich,30
2020,Wülflingen,Oberfeld,Osteuropa und Russland,NA
2020,Wülflingen,Oberfeld,Portugal,69
2020,Wülflingen,Oberfeld,Schweiz,3843
2020,Wülflingen,Oberfeld,Serbien,56
2020,Wülflingen,Oberfeld,Spanien,63
2020,Wülflingen,Oberfeld,Türkei,86
2020,Wülflingen,Oberfeld,übriges Mitteleuropa,94
2020,Wülflingen,Oberfeld,übriges Südosteuropa,44
2020,Wülflingen,Oberfeld,unbekannt,10
2020,Wülflingen,Oberfeld,Westeuropa,50
2020,Seen,Oberseen,Afrika,NA
2020,Seen,Oberseen,Amerika,NA
2020,Seen,Oberseen,Asien,25
2020,Seen,Oberseen,Deutschland,104
2020,Seen,Oberseen,Italien,40
2020,Seen,Oberseen,Kosovo,NA
2020,Seen,Oberseen,Mazedonien,NA
2020,Seen,Oberseen,Nordeuropa,NA
2020,Seen,Oberseen,Österreich,NA
2020,Seen,Oberseen,Osteuropa und Russland,NA
2020,Seen,Oberseen,Portugal,NA
2020,Seen,Oberseen,Schweiz,2195
2020,Seen,Oberseen,Serbien,NA
2020,Seen,Oberseen,Spanien,NA
2020,Seen,Oberseen,Türkei,33
2020,Seen,Oberseen,übriges Mitteleuropa,NA
2020,Seen,Oberseen,übriges Südosteuropa,NA
2020,Seen,Oberseen,Westeuropa,NA
2020,Oberwinterthur,Reutlingen,Afrika,NA
2020,Oberwinterthur,Reutlingen,Amerika,NA
2020,Oberwinterthur,Reutlingen,Asien,NA
2020,Oberwinterthur,Reutlingen,Deutschland,NA
2020,Oberwinterthur,Reutlingen,Italien,NA
2020,Oberwinterthur,Reutlingen,Nordeuropa,NA
2020,Oberwinterthur,Reutlingen,Portugal,NA
2020,Oberwinterthur,Reutlingen,Schweiz,346
2020,Oberwinterthur,Reutlingen,Spanien,NA
2020,Oberwinterthur,Reutlingen,übriges Mitteleuropa,NA
2020,Oberwinterthur,Reutlingen,Westeuropa,NA
2020,Oberwinterthur,Ricketwil,Italien,NA
2020,Oberwinterthur,Ricketwil,Schweiz,76
2020,Veltheim,Rosenberg,Afrika,68
2020,Veltheim,Rosenberg,Amerika,21
2020,Veltheim,Rosenberg,Asien,81
2020,Veltheim,Rosenberg,Australien und Ozeanien,NA
2020,Veltheim,Rosenberg,Bosnien u. Herzegowina,NA
2020,Veltheim,Rosenberg,Deutschland,247
2020,Veltheim,Rosenberg,Italien,129
2020,Veltheim,Rosenberg,Kosovo,28
2020,Veltheim,Rosenberg,Mazedonien,35
2020,Veltheim,Rosenberg,Nordeuropa,NA
2020,Veltheim,Rosenberg,Österreich,28
2020,Veltheim,Rosenberg,Osteuropa und Russland,NA
2020,Veltheim,Rosenberg,Portugal,60
2020,Veltheim,Rosenberg,Schweiz,4565
2020,Veltheim,Rosenberg,Serbien,77
2020,Veltheim,Rosenberg,Spanien,25
2020,Veltheim,Rosenberg,Türkei,40
2020,Veltheim,Rosenberg,übriges Mitteleuropa,42
2020,Veltheim,Rosenberg,übriges Südosteuropa,NA
2020,Veltheim,Rosenberg,unbekannt,1
2020,Veltheim,Rosenberg,Westeuropa,47
2020,Töss,Rossberg,Deutschland,NA
2020,Töss,Rossberg,Österreich,NA
2020,Töss,Rossberg,Osteuropa und Russland,NA
2020,Töss,Rossberg,Portugal,NA
2020,Töss,Rossberg,Schweiz,23
2020,Töss,Rossberg,übriges Südosteuropa,NA
2020,Töss,Rossberg,Westeuropa,NA
2020,Töss,Schlosstal,Afrika,51
2020,Töss,Schlosstal,Amerika,31
2020,Töss,Schlosstal,Asien,133
2020,Töss,Schlosstal,Australien und Ozeanien,NA
2020,Töss,Schlosstal,Bosnien u. Herzegowina,NA
2020,Töss,Schlosstal,Deutschland,121
2020,Töss,Schlosstal,Italien,194
2020,Töss,Schlosstal,Kosovo,79
2020,Töss,Schlosstal,Mazedonien,155
2020,Töss,Schlosstal,Nordeuropa,NA
2020,Töss,Schlosstal,Österreich,34
2020,Töss,Schlosstal,Osteuropa und Russland,NA
2020,Töss,Schlosstal,Portugal,28
2020,Töss,Schlosstal,Schweiz,2282
2020,Töss,Schlosstal,Serbien,93
2020,Töss,Schlosstal,Spanien,NA
2020,Töss,Schlosstal,Türkei,89
2020,Töss,Schlosstal,übriges Mitteleuropa,60
2020,Töss,Schlosstal,übriges Südosteuropa,35
2020,Töss,Schlosstal,unbekannt,2
2020,Töss,Schlosstal,Westeuropa,26
2020,Seen,Sennhof,Afrika,35
2020,Seen,Sennhof,Amerika,NA
2020,Seen,Sennhof,Asien,21
2020,Seen,Sennhof,Bosnien u. Herzegowina,NA
2020,Seen,Sennhof,Deutschland,59
2020,Seen,Sennhof,Italien,113
2020,Seen,Sennhof,Kosovo,35
2020,Seen,Sennhof,Mazedonien,130
2020,Seen,Sennhof,Nordeuropa,NA
2020,Seen,Sennhof,Osteuropa und Russland,NA
2020,Seen,Sennhof,Portugal,NA
2020,Seen,Sennhof,Schweiz,1174
2020,Seen,Sennhof,Serbien,NA
2020,Seen,Sennhof,Spanien,NA
2020,Seen,Sennhof,Türkei,39
2020,Seen,Sennhof,übriges Mitteleuropa,28
2020,Seen,Sennhof,übriges Südosteuropa,NA
2020,Seen,Sennhof,Westeuropa,NA
2020,Seen,Sonnenberg,Afrika,NA
2020,Seen,Sonnenberg,Amerika,NA
2020,Seen,Sonnenberg,Asien,NA
2020,Seen,Sonnenberg,Deutschland,30
2020,Seen,Sonnenberg,Italien,22
2020,Seen,Sonnenberg,Mazedonien,NA
2020,Seen,Sonnenberg,Schweiz,871
2020,Seen,Sonnenberg,Serbien,NA
2020,Seen,Sonnenberg,Spanien,NA
2020,Seen,Sonnenberg,Türkei,NA
2020,Seen,Sonnenberg,übriges Mitteleuropa,NA
2020,Seen,Sonnenberg,übriges Südosteuropa,NA
2020,Seen,Sonnenberg,Westeuropa,NA
2020,Oberwinterthur,Stadel,Afrika,NA
2020,Oberwinterthur,Stadel,Amerika,NA
2020,Oberwinterthur,Stadel,Deutschland,NA
2020,Oberwinterthur,Stadel,Italien,NA
2020,Oberwinterthur,Stadel,Mazedonien,NA
2020,Oberwinterthur,Stadel,Nordeuropa,NA
2020,Oberwinterthur,Stadel,Österreich,NA
2020,Oberwinterthur,Stadel,Portugal,NA
2020,Oberwinterthur,Stadel,Schweiz,265
2020,Oberwinterthur,Stadel,Türkei,NA
2020,Oberwinterthur,Stadel,übriges Mitteleuropa,NA
2020,Oberwinterthur,Stadel,übriges Südosteuropa,NA
2020,Oberwinterthur,Stadel,Westeuropa,NA
2020,Wülflingen,Taggenberg,Afrika,NA
2020,Wülflingen,Taggenberg,Amerika,NA
2020,Wülflingen,Taggenberg,Asien,NA
2020,Wülflingen,Taggenberg,Deutschland,62
2020,Wülflingen,Taggenberg,Italien,55
2020,Wülflingen,Taggenberg,Kosovo,NA
2020,Wülflingen,Taggenberg,Mazedonien,NA
2020,Wülflingen,Taggenberg,Nordeuropa,NA
2020,Wülflingen,Taggenberg,Österreich,NA
2020,Wülflingen,Taggenberg,Osteuropa und Russland,NA
2020,Wülflingen,Taggenberg,Portugal,NA
2020,Wülflingen,Taggenberg,Schweiz,895
2020,Wülflingen,Taggenberg,Serbien,NA
2020,Wülflingen,Taggenberg,Spanien,NA
2020,Wülflingen,Taggenberg,Türkei,NA
2020,Wülflingen,Taggenberg,übriges Mitteleuropa,NA
2020,Wülflingen,Taggenberg,übriges Südosteuropa,NA
2020,Wülflingen,Taggenberg,Westeuropa,NA
2020,Oberwinterthur,Talacker,Afrika,112
2020,Oberwinterthur,Talacker,Amerika,48
2020,Oberwinterthur,Talacker,Asien,176
2020,Oberwinterthur,Talacker,Australien und Ozeanien,NA
2020,Oberwinterthur,Talacker,Bosnien u. Herzegowina,NA
2020,Oberwinterthur,Talacker,Deutschland,298
2020,Oberwinterthur,Talacker,Italien,211
2020,Oberwinterthur,Talacker,Kosovo,85
2020,Oberwinterthur,Talacker,Mazedonien,103
2020,Oberwinterthur,Talacker,Nordeuropa,NA
2020,Oberwinterthur,Talacker,Österreich,39
2020,Oberwinterthur,Talacker,Osteuropa und Russland,NA
2020,Oberwinterthur,Talacker,Portugal,59
2020,Oberwinterthur,Talacker,Schweiz,4949
2020,Oberwinterthur,Talacker,Serbien,83
2020,Oberwinterthur,Talacker,Spanien,39
2020,Oberwinterthur,Talacker,Türkei,69
2020,Oberwinterthur,Talacker,übriges Mitteleuropa,77
